Report Number,Accident Year,Accident Date/Time,Operator Name,Pipeline/Facility Name,Pipeline Location,Pipeline Type,Liquid Type,Liquid Subtype,Liquid Name,Accident City,Accident County,Accident State,Cause Category,Cause Subcategory,Unintentional Release (Barrels),Intentional Release (Barrels),Liquid Recovery (Barrels),Net Loss (Barrels),Liquid Ignition,Liquid Explosion,Pipeline Shutdown,Public Evacuations,Property Damage Costs,Lost Commodity Costs,Public/Private Property Damage Costs,Emergency Response Costs,Environmental Remediation Costs,Other Costs,All Costs
20130398,2013,11/24/2013 6:55 AM,PHILLIPS 66 PIPELINE LLC,CARSON STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,HOLLIDAY,ARCHER,TX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,160,NaN,160,0,NO,NO,NaN,0,20000,1600,0,10000,270154,15000,316754
20130401,2013,11/25/2013 3:30 PM,ENTERPRISE CRUDE PIPELINE LLC,C150 GATHERING LINE,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,HEALDTON,CARTER,OK,CORROSION,EXTERNAL,20,NaN,20,0,NO,NO,NO,0,20000,2000,0,5000,15000,25000,67000
20130404,2013,11/26/2013 7:40 AM,"KOCH PIPELINE COMPANY, L.P.",VIOLA PUMP STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,CORPUS CHRISTI,NUECES,TX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.22,NaN,0.22,0,NO,NO,YES,0,13000,18,0,6196,0,0,19214
20130390,2013,11/27/2013 10:30 AM,"THUNDER BASIN PIPELINE, LLC",LEBAR JUNCTION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,DOUGLAS,CONVERSE,WY,NATURAL FORCE DAMAGE,TEMPERATURE,15,NaN,0,15,NO,NO,YES,NaN,2000,1200,5000,3000,75000,0,86200
20130409,2013,11/30/2013 9:30 AM,SUNOCO PIPELINE L.P.,SEABREEZE STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,STOWELL,CHAMBERS,TX,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.24,NaN,0.24,0,NO,NO,YES,0,445,21,0,952,0,0,1418
20130406,2013,12-01-13 8:11,"KOCH PIPELINE COMPANY, L.P.",TP-1 CORPUS CHRISTI PUMP STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,CORPUS CHRISTI,NUECES,TX,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.18,NaN,0.18,0,NO,NO,YES,0,5000,15,0,600,0,0,5615
20130400,2013,12-03-13 9:00,"MAGELLAN PIPELINE COMPANY, LP",SHARON SPRINGS PUMP STATION (STATION #784),ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,SHARON SPRING,WALLACE,KS,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,3.7,NaN,3.7,0,NO,NO,YES,NaN,1000,750,0,3000,0,0,4750
20140001,2013,12-05-13 8:00,"MAGELLAN AMMONIA PIPELINE, L.P.",ANHYDROUS AMMONIA SOUTH LEG,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,NaN,ENGLEWOOD,CLARK,KS,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.01,0.01,0,0.01,NO,NO,YES,NaN,104000,5,0,1000,0,0,105005
20140002,2013,12-05-13 16:12,SUNOCO PIPELINE L.P.,LITTLE TANK FARM STATION,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,CUSHING,PAYNE,OK,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,7,NaN,7,0,NO,NO,YES,0,0,0,0,4533,4997,0,9530
20130411,2013,12-05-13 17:30,MARATHON PIPE LINE LLC,CAPLINE STATION (PATOKA),ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,VERNON,MARION,IL,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,0.1,NaN,0.1,0,NO,NO,NO,0,173000,30,0,122000,0,0,295030
20140004,2013,12-10-13 9:45,"PLAINS PIPELINE, L.P.",CHEROKEE PIPELINE,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,JONES,OKLAHOMA,OK,CORROSION,EXTERNAL,30,NaN,30,0,NO,NO,YES,0,216000,30000,20000,185000,420000,0,871000
20140009,2013,12-11-13 9:00,"MAGELLAN TERMINALS HOLDINGS, LP",GALENA PARK TERMINAL,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,GALENA PARK,HARRIS,TX,CORROSION,INTERNAL,0.71,NaN,0.71,0,NO,NO,NO,0,265000,73,0,500,0,0,265573
20140006,2013,12-11-13 12:36,JAYHAWK PIPELINE LLC,NaN,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,ELLIS,ELLIS,KS,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,142.5,NaN,100,42.5,NO,NO,YES,0,1720,4250,0,10380,8200,2500,27050
20140005,2013,12-11-13 13:00,"PLAINS PIPELINE, L.P.",CK RED RIVER,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,CELESTE,HUNT,TX,CORROSION,EXTERNAL,20,NaN,20,0,NO,NO,YES,0,35000,2000,15000,55000,25000,0,132000
20140003,2013,12/13/2013 8:03 AM,"PLAINS PIPELINE, L.P.",GRANGER,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,NaN,SWEETWATER,WY,CORROSION,INTERNAL,0.48,NaN,0.48,0,NO,NO,NO,0,1400,45,0,1400,0,0,2845
20140007,2013,12/13/2013 1:35 PM,PHILLIPS 66 PIPELINE LLC,"OK-01, WICHITA FALLS TO PONCA CITY",ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,PONCA CITY,KAY,OK,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,200,NaN,200,0,NO,NO,YES,0,5000,20000,3000,10000,84879,70962,193841
20140013,2013,12/18/2013 1:30 PM,"BUCKEYE PARTNERS, LP",MACUNGIE STATION,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,EMMAUS,LEHIGH,PA,ALL OTHER CAUSES,UNKNOWN,2.97,NaN,0,2.97,NO,NO,NO,0,0,300,0,10000,0,0,10300
20130408,2013,12/19/2013 4:30 PM,NAVAJO NATION OIL AND GAS COMPANY,RUNNING HORSE PIPELINE,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,SHIPROCK,SAN JUAN COUNTY,NM,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR,3,NaN,2,1,NO,NO,YES,0,1000,200,0,3000,1000,0,5200
20140008,2013,12/20/2013 9:42 AM,JAYHAWK PIPELINE LLC,MOREL STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,PALCO,GRAHAM,KS,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,67,NaN,30,37,NO,NO,YES,0,1950,3700,0,7429,5000,2000,20079
20140011,2013,12/20/2013 12:00 PM,SUNOCO PIPELINE L.P.,MNTL-BALD-14,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,COAL TOWNSHIP,NORTHUMBERLAND,PA,CORROSION,EXTERNAL,0.24,NaN,0.24,0,NO,NO,NO,0,5376,8,52000,656869,345000,10000,1069253
20140010,2013,12/21/2013 11:20 AM,"WESTERN REFINING SOUTHWEST, INC",STAR LAKE STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,NaN,SANDOVAL COUNTY,NM,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,15,NaN,13,2,NO,NO,NO,0,0,185,0,0,1879,0,2064
20140017,2013,12/22/2013 9:09 AM,MID - VALLEY PIPELINE CO,HEBRON STATION,ONSHORE,TANK,CRUDE OIL,NaN,NaN,BURLINGTON,BOONE,KY,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0.24,NaN,0.24,0,NO,NO,NO,0,1000,0,0,500,1000,0,2500
20140016,2013,12/22/2013 3:00 PM,ENBRIDGE PIPELINES (OZARK) L.L.C.,CUSHING TANK 3363,ONSHORE,TANK,CRUDE OIL,NaN,NaN,CUSHING,LINCOLN,OK,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,3.75,NaN,3.5,0.25,NO,NO,NO,0,2500,300,0,25000,5500,0,33300
20140019,2013,12/23/2013 8:30 AM,ENTERPRISE CRUDE PIPELINE LLC,HOBBS STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,HOBBS,LEA,NM,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,3500,NaN,3500,0,NO,NO,YES,0,60800,35000,0,0,420000,0,515800
20140020,2013,12/27/2013 7:20 AM,SUNOCO PIPELINE L.P.,SEABREEZE STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,STOWELL,CHAMBERS,TX,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.24,NaN,0.24,0,NO,NO,NO,0,413,0,0,65,0,0,478
20140024,2013,12/28/2013 9:30 AM,SUNOCO PIPELINE L.P.,"24009-8""-NOBLE TO DOUGLAS JCT.",ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,EDMOND,OKLAHOMA,OK,CORROSION,INTERNAL,138,NaN,41,97,NO,NO,YES,0,5535,9312,0,1200,320000,0,336047
20140027,2013,12/28/2013 9:30 AM,SUNOCO PIPELINE L.P.,"24009-8"" NOBLE TO DOUGLAS JCT.",ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,EDMOND,OKLAHOMA,OK,CORROSION,INTERNAL,47,NaN,14,33,NO,NO,YES,0,5535,3193,0,1200,30000,0,39928
20140026,2013,12/28/2013 8:26 PM,"MAGELLAN TERMINALS HOLDINGS, LP",EAST HOUSTON TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,HOUSTON,HARRIS,TX,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,3,NaN,3,0,NO,NO,YES,0,100,250,0,3550,0,0,3900
20140018,2013,12/30/2013 6:00 AM,MARATHON PIPE LINE LLC,HARTFORD STATION ,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),NaN,HARTFORD,MADISON ,IL,NATURAL FORCE DAMAGE,TEMPERATURE,50,NaN,50,0,NO,NO,NO,0,0,122,0,280000,0,0,280122
20140028,2013,12/31/2013 10:30 AM,ENTERPRISE PRODUCTS OPERATING LLC,MORGAN'S POINT,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),NaN,LAPORTE,HARRIS,TX,ALL OTHER CAUSES,MISCELLANEOUS,716,716,0,716,YES,NO,YES,0,1700000,30000,0,20000,0,0,1750000
20140030,2014,01-01-14 7:14,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",14/MK,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,MOKENA,WILL,IL,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,1,NaN,1,0,NO,NO,YES,0,10000,90,0,115000,25000,0,150090
20140025,2014,01-01-14 8:00,"ONEOK NGL PIPELINE, LLC",ARCO JCT. VALVES,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),NaN,MT. BELVIEU,CHAMBERS,TX,CORROSION,EXTERNAL,2.9,0,0,2.9,NO,NO,YES,0,2000,175,0,1000,0,0,3175
20140022,2014,01-02-14 9:15,"SHELL PIPELINE CO., L.P.",NORTH 20 INCH CARNERAS PUMP STATION,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,CARNERAS,KERN,CA,CORROSION,EXTERNAL,440,NaN,440,0,NO,NO,YES,0,4100,0,0,219257,0,0,223357
20140015,2014,01-02-14 14:28,DCP MIDSTREAM,POOLVILLE STATION,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),NaN,RATLIFF CITY,CARTER,OK,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,45,0,0,45,NO,NO,NO,0,0,2025,0,0,0,0,2025
20140054,2014,01-03-14 10:30,"BUCKEYE PARTNERS, LP",HAMMOND TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OTHER,NATURAL GASOLINE,HAMMOND,LAKE,IN,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.36,NaN,0.36,0,NO,NO,NaN,0,2500,0,0,1590,0,1792,5882
20140014,2014,01-04-14 4:00,COLONIAL PIPELINE CO,COLLINS DELIVERY,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,COLLINS,COVINGTON,MS,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,14.6,NaN,14.6,0,NO,NO,NO,0,7387,17,0,1961,0,0,9365
20140023,2014,01-04-14 14:15,"ENERGY XXI PIPELINE, LLC",SOUTH PASS WEST DELTA RECEIVING STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,VENICE,PLAQUAMINES,LA,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,1,NaN,1,0,NO,NO,YES,0,0,100,0,3880,0,0,3980
20140038,2014,01-05-14 21:45,"BUCKEYE PARTNERS, LP",TENTH AVENUE TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,SAN DIEGO,SAN DIEGO,CA,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,65,NaN,58,7,NO,NO,NO,0,0,0,0,20000,280000,0,300000
20140021,2014,01-06-14 9:05,"BUCKEYE PARTNERS, LP",LINDEN STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,LINDEN,UNION,NJ,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.24,NaN,0.24,0,NO,NO,NO,NaN,0,0,0,1000,4000,0,5000
20140029,2014,01-06-14 11:15,COLONIAL PIPELINE CO,GREENSBORO JUNCTION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,GREENSBORO,GUILFORD,NC,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.6,NaN,0.6,0,NO,NO,NO,NaN,2500,75,0,5000,1500,0,9075
20140012,2014,01-07-14 7:54,"SHELL PIPELINE CO., L.P.","BENGAL 12"" ",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,BATON ROUGE,EAST BATON ROUGE,LA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,5,NaN,5,0,NO,NO,NO,0,3000,0,0,2500,0,0,5500
20140032,2014,01-07-14 10:30,COLONIAL PIPELINE CO,COLONIAL/SIMPSONVILLE STATION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),NaN,FOUNTAIN INN,GREENVILLE,SC,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,1238.1,NaN,1047.6,190.5,NO,NO,NO,0,2500,75000,0,75000,1500000,0,1652500
20140034,2014,01-07-14 11:00,"EXPRESS HOLDINGS (USA), LLC",PLATTE PIPELINE GURLEY STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,GURLEY,CHEYENNE,NE,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,1.3,NaN,1.3,0,NO,NO,NO,0,30000,130,0,4000,5000,0,39130
20140082,2014,01-07-14 16:00,ROSE ROCK MIDSTREAM L.P.,WELLS RANCH ,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,GILL,WELD,CO,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2,NaN,2,0,NO,NO,NO,0,0,0,0,1000,0,0,1000
20140043,2014,01-08-14 7:00,"MAGELLAN PIPELINE COMPANY, LP","GLENPOOL WEST, STATION #585",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),NaN,TULSA,TULSA,OK,NATURAL FORCE DAMAGE,TEMPERATURE,30,NaN,30,0,NO,NO,NO,0,0,2450,0,37000,0,0,39450
20140042,2014,01-08-14 12:57,"BUCKEYE PARTNERS, LP",LIMA STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,LIMA,ALLEN,OH,NATURAL FORCE DAMAGE,TEMPERATURE,2.4,NaN,0.21,2.19,NO,NO,YES,NaN,1198,295,0,23489,3791,12378,41151
20140031,2014,01-09-14 4:48,NATIONAL COOP REFINERY ASSCO,NCRA REFINERY,ONSHORE,TANK,CRUDE OIL,NaN,NaN,MCPHERSON,MCPHERSON,KS,NATURAL FORCE DAMAGE,TEMPERATURE,110,NaN,100,10,NO,NO,NO,NaN,0,2000,0,1000,5000,0,8000
20140044,2014,01-10-14 11:30,PLANTATION PIPE LINE CO,BATON ROUGE TANK FARM,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,BATON ROUGE,EAST BATON ROUGE ,LA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.79,NaN,0.79,0,NO,NO,NaN,0,300,0,0,0,0,0,300
20140041,2014,01-10-14 14:15,"COFFEYVILLE RESOURCES CRUDE TRANSPORTATION, LLC","VALLEY 6"" TO 8"" PIG TRAP",ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,BURDEN,COWLEY,KS,INCORRECT OPERATION,INCORRECT VALVE POSITION,5,NaN,5,0,NO,NO,NO,0,750,500,0,13750,17000,0,32000
20140045,2014,01-11-14 10:00,"MAGELLAN PIPELINE COMPANY, LP",PINE BEND STATION (#514),ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,ROSEMOUNT,DAKOTA,MN,CORROSION,EXTERNAL,2.38,NaN,0.21,2.17,NO,NO,YES,0,18151,300,0,0,26000,0,44451
20140036,2014,01-12-14 11:45,PHILLIPS 66 PIPELINE LLC,GS-20/ ODESSA CRUDE TERMINAL,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,GOLDSMITH,ECTOR,TX,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.5,NaN,0.5,0,NO,NO,YES,0,100,40,0,0,5000,0,5140
20140048,2014,01-12-14 20:04,"PLAINS PIPELINE, L.P.",EL REAL STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,WILMINGTON,LOS ANGELES,CA,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,186,NaN,186,0,NO,NO,YES,0,24822,0,0,41270,0,0,66092
20140050,2014,1/13/2014 10:15 AM,SUNOCO PIPELINE L.P.,"21010-NEDERLAND TO LONGVIEW 12""",ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,LONGVIEW,GREGG,TX,CORROSION,INTERNAL,15,NaN,10,5,NO,NO,NO,0,0,441,0,6000,41300,0,47741
20140051,2014,1/13/2014 3:00 PM,BP USFO/LOGISTICS,DAYTON TERMINAL ,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,DAYTON,MONTGOMERY,OH,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.1,NaN,0.1,0,YES,NO,NO,0,0,0,0,0,0,0,0
20140037,2014,1/14/2014 11:00 PM,PHILLIPS 66 PIPELINE LLC,PILOT BUTTE PUMP STATION THAT WAS OUT OF SERVICE.,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),NaN,ROCK SPRINGS,SWEETWATER,WY,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.9,NaN,0.9,0,NO,NO,NO,0,2500,143,0,0,0,0,2643
20140056,2014,1/15/2014 8:30 AM,ROSE ROCK MIDSTREAM L.P.,FLEMING STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,ZENDA,HARPER,KS,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,35,NaN,20,15,NO,NO,YES,0,6300,1500,0,4200,2000,0,14000
20140039,2014,1/15/2014 3:05 PM,"OILTANKING, HOUSTON LP",#1 P/L ( OTH TO APPELT ),ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,HOUSTON,HARRIS,TX,ALL OTHER CAUSES,MISCELLANEOUS,0.6,NaN,0.6,0,NO,NO,YES,0,32800,100,0,0,16900,0,49800
20140033,2014,1/16/2014 1:00 AM,NATIONAL COOP REFINERY ASSCO,NaN,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),NaN,MCPHERSON,MCPHERSON,KS,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.24,0,0,0.24,NO,NO,NO,NaN,0,50,0,0,0,0,50
20140046,2014,1/17/2014 8:00 AM,NATIONAL COOP REFINERY ASSCO,NCRA REFINERY,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,MCPHERSON,MCPHERSON,KS,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.24,NaN,0,0.24,NO,NO,NO,0,0,50,0,0,150,0,200
20140049,2014,1/17/2014 9:30 AM,"KINDER MORGAN LIQUID TERMINALS, LLC",KMLT PERTH AMBOY,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,PERTH AMBOY,MIDDLESEX,NJ,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.12,NaN,0.12,0,NO,NO,NO,NaN,1500,60,0,0,0,0,1560
20140057,2014,1/17/2014 10:48 AM,"BKEP PIPELINE, LLC",WEST TRUNK PIPELINE,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,RURAL,CREEK,OK,ALL OTHER CAUSES,MISCELLANEOUS,25,NaN,25,0,NO,NO,YES,0,2050,0,5000,17000,6500,0,30550
20140055,2014,1/17/2014 11:00 AM,ENTERPRISE CRUDE PIPELINE LLC,BOWIE PUMP STATION,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,BOWIE,MONTAGUE,TX,CORROSION,INTERNAL,60,NaN,60,0,NO,NO,YES,0,2500,4000,0,0,60000,0,66500
20140053,2014,1/18/2014 10:31 AM,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",4/DR,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,DEER RIVER,ITASCA,MN,INCORRECT OPERATION,INCORRECT INSTALLATION,3,NaN,3,0,NO,NO,NO,0,10040,0,0,3188,0,0,13228
20140035,2014,1/20/2014 9:00 AM,"ONEOK NGL PIPELINE, LLC",ONEOK MILTONVALE PUMP STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,MILTONVALE,CLOUD,KS,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2.5,NaN,0,2.5,NO,NO,NaN,0,100,300,0,0,30000,0,30400
20140058,2014,1/20/2014 2:23 PM,"PLAINS PIPELINE, L.P.",ODESSA STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,ODESSA,ECTOR,TX,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0.5,NaN,0.5,0,NO,NO,YES,0,200,50,0,1500,0,0,1750
20140040,2014,1/21/2014 11:19 AM,PHILLIPS 66 PIPELINE LLC,"CM-01, CHISHOLM NGL LINE",ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),NaN,CONWAY SPRINGS,SUMNER,KS,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.36,0,0,0.36,NO,NO,NaN,NaN,0,20,0,0,0,150,170
20140060,2014,1/22/2014 4:40 PM,SUNOCO PIPELINE L.P.,"HEBERT TO WASKOM 8""",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,GARY,PANOLA,TX,CORROSION,EXTERNAL,400,NaN,267,133,NO,NO,YES,0,86611,14356,5000,50000,222401,0,378368
20140062,2014,1/24/2014 12:50 PM,"MAGELLAN PIPELINE COMPANY, LP",ODESSA TERMINAL #257,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,ODESSA,ECTOR,TX,NATURAL FORCE DAMAGE,TEMPERATURE,0.5,NaN,0.5,0,NO,NO,YES,0,2000,60,0,12000,0,0,14060
